URN,year,attainment_8_score,school_name,POSTCODE,shortPostcode,District,Town,County
139646,2022,37.5,Leeds City Academy,LS6 2LG,LS6,Leeds,Leeds,WEST YORKSHIRE
139646,2022,37.5,Leeds City Academy,LS6 2LG,LS6,Leeds,Leeds,WEST YORKSHIRE
135771,2022,12.4,Leeds City College,LS3 1AA,LS3,Leeds,Leeds,WEST YORKSHIRE
136826,2022,37.8,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
136826,2022,37.8,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
136826,2022,37.8,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
139773,2022,58.9,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
139773,2022,58.9,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
139773,2022,58.9,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
135935,2022,42.6,Leeds West Academy,LS13 1DQ,LS13,Leeds,Leeds,WEST YORKSHIRE
138380,2022,3,Lighthouse School Leeds,LS16 6QB,LS16,Leeds,Leeds,WEST YORKSHIRE
136392,2022,56.7,The Morley Academy,LS27 0PD,LS27,Leeds,Leeds,WEST YORKSHIRE
108097,2022,49.3,Mount St Mary's Catholic High School,LS9 8LA,LS9,Leeds,Leeds,WEST YORKSHIRE
108097,2022,49.3,Mount St Mary's Catholic High School,LS9 8LA,LS9,Leeds,Leeds,WEST YORKSHIRE
137704,2022,58.4,Otley Prince Henry's Grammar School Specialist Language College,LS21 2BB,LS21,Leeds,Otley,WEST YORKSHIRE
137704,2022,58.4,Otley Prince Henry's Grammar School Specialist Language College,LS21 2BB,LS21,Leeds,Otley,WEST YORKSHIRE
148527,2022,47.2,Oulton Academy,LS26 8EX,LS26,Leeds,Leeds,WEST YORKSHIRE
148527,2022,47.2,Oulton Academy,LS26 8EX,LS26,Leeds,Leeds,WEST YORKSHIRE
108079,2022,48.4,Pudsey Grammar School,LS28 7ND,LS28,Leeds,Pudsey,WEST YORKSHIRE
108079,2022,48.4,Pudsey Grammar School,LS28 7ND,LS28,Leeds,Pudsey,WEST YORKSHIRE
108075,2022,46.1,Ralph Thoresby School,LS16 7RX,LS16,Leeds,Leeds,WEST YORKSHIRE
138336,2022,46.3,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
138336,2022,46.3,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
138336,2022,46.3,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
108076,2022,52.8,Roundhay School,LS8 1ND,LS8,Leeds,Leeds,WEST YORKSHIRE
140565,2022,48.8,The Ruth Gorse Academy,LS10 1HW,LS10,Leeds,Leeds,WEST YORKSHIRE
139351,2022,57.5,"St. Mary's Menston, a Catholic Voluntary Academy",LS29 6AE,LS29,Leeds,Ilkley,WEST YORKSHIRE
139351,2022,57.5,"St. Mary's Menston, a Catholic Voluntary Academy",LS29 6AE,LS29,Leeds,Ilkley,WEST YORKSHIRE
142630,2022,1.9,Springwell Leeds Academy,LS10 3JA,LS10,Leeds,Leeds,WEST YORKSHIRE
141883,2022,29,Temple Learning Academy,LS15 0NN,LS15,Leeds,Leeds,WEST YORKSHIRE
146247,2022,49,Temple Moor High School,LS15 0PT,LS15,Leeds,Leeds,WEST YORKSHIRE
142604,2022,42.9,University Technical College Leeds,LS10 1LA,LS10,Leeds,Leeds,WEST YORKSHIRE
134884,2022,2.6,West Specialist Inclusive Learning Centre,LS28 6HL,LS28,Leeds,Pudsey,WEST YORKSHIRE
134884,2022,2.6,West Specialist Inclusive Learning Centre,LS28 6HL,LS28,Leeds,Pudsey,WEST YORKSHIRE
108088,2022,53.3,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108088,2022,53.3,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108088,2022,53.3,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108114,2022,16.8,Woodhouse Grove School,BD10 0NR,BD10,Leeds,Bradford,WEST YORKSHIRE
108114,2022,16.8,Woodhouse Grove School,BD10 0NR,BD10,Leeds,Bradford,WEST YORKSHIRE
137383,2022,55.3,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
137383,2022,55.3,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
137383,2022,55.3,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
108300,2022,41.2,Ackworth School,WF7 7LT,WF7,Wakefield,West Yorkshire,WEST YORKSHIRE
108300,2022,41.2,Ackworth School,WF7 7LT,WF7,Wakefield,West Yorkshire,WEST YORKSHIRE
136613,2022,41.1,Airedale Academy,WF10 3JU,WF10,Wakefield,Castleford,WEST YORKSHIRE
136613,2022,41.1,Airedale Academy,WF10 3JU,WF10,Wakefield,Castleford,WEST YORKSHIRE
139501,2022,50.5,Carleton High School,WF8 3NW,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
139501,2022,50.5,Carleton High School,WF8 3NW,WF8,Wakefield,Pontefract,WEST YORKSHIRE
136633,2022,52.8,Castleford Academy,WF10 4JQ,WF10,Wakefield,Castleford,WEST YORKSHIRE
136633,2022,52.8,Castleford Academy,WF10 4JQ,WF10,Wakefield,Castleford,WEST YORKSHIRE
137001,2022,49.1,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
137001,2022,49.1,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
137001,2022,49.1,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138006,2022,48.7,De Lacy Academy,WF11 0BZ,WF11,Wakefield,Knottingley,WEST YORKSHIRE
138006,2022,48.7,De Lacy Academy,WF11 0BZ,WF11,Wakefield,Knottingley,WEST YORKSHIRE
131136,2022,4.1,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131136,2022,4.1,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131136,2022,4.1,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138593,2022,39.3,The Featherstone Academy,WF7 5AJ,WF7,Wakefield,Pontefract,WEST YORKSHIRE
138593,2022,39.3,The Featherstone Academy,WF7 5AJ,WF7,Wakefield,Pontefract,WEST YORKSHIRE
141860,2022,6.4,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
141860,2022,6.4,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
141860,2022,6.4,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131526,2022,1.8,High Well School,WF8 2DD,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
131526,2022,1.8,High Well School,WF8 2DD,WF8,Wakefield,Pontefract,WEST YORKSHIRE
138707,2022,50.9,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138707,2022,50.9,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138707,2022,50.9,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
108271,2022,51.9,Kettlethorpe High School,WF2 7EL,WF2,Wakefield,Wakefield,WEST YORKSHIRE
108271,2022,51.9,Kettlethorpe High School,WF2 7EL,WF2,Wakefield,Wakefield,WEST YORKSHIRE
139500,2022,52.6,The King's School,WF8 4JF,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
139500,2022,52.6,The King's School,WF8 4JF,WF8,Wakefield,Pontefract,WEST YORKSHIRE
135216,2022,1,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2022,1,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2022,1,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2022,1,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
137011,2022,44.4,Minsthorpe Community College,WF9 2UJ,WF9,Wakefield,Pontefract,WEST YORKSHIRE
137011,2022,44.4,Minsthorpe Community College,WF9 2UJ,WF9,Wakefield,Pontefract,WEST YORKSHIRE
136462,2022,46.9,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2022,46.9,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2022,46.9,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2022,46.9,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136394,2022,44.6,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2022,44.6,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2022,44.6,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2022,44.6,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
145937,2022,49.8,Outwood Academy Freeston,WF6 1HZ,WF6,Wakefield,Normanton,WEST YORKSHIRE
145937,2022,49.8,Outwood Academy Freeston,WF6 1HZ,WF6,Wakefield,Normanton,WEST YORKSHIRE
145938,2022,38.8,Outwood Academy Hemsworth,WF9 4AB,WF9,Wakefield,Pontefract,WEST YORKSHIRE
145938,2022,38.8,Outwood Academy Hemsworth,WF9 4AB,WF9,Wakefield,Pontefract,WEST YORKSHIRE
135961,2022,50.5,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2022,50.5,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2022,50.5,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2022,50.5,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2022,47.4,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2022,47.4,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2022,47.4,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2022,47.4,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
138950,2022,47.6,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",WF2 6EQ,WF2,Wakefield,Wakefield,WEST YORKSHIRE
138950,2022,47.6,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",WF2 6EQ,WF2,Wakefield,Wakefield,WEST YORKSHIRE
138951,2022,49.6,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,WF7 6BD,WF7,Wakefield,Pontefract,WEST YORKSHIRE
138951,2022,49.6,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,WF7 6BD,WF7,Wakefield,Pontefract,WEST YORKSHIRE
108303,2022,33.5,Silcoates School,WF2 0PD,WF2,Wakefield,West Yorkshire,WEST YORKSHIRE
108303,2022,33.5,Silcoates School,WF2 0PD,WF2,Wakefield,West Yorkshire,WEST YORKSHIRE
145579,2022,47.9,Trinity Academy Cathedral,WF2 8QF,WF2,Wakefield,Wakefield,WEST YORKSHIRE
145579,2022,47.9,Trinity Academy Cathedral,WF2 8QF,WF2,Wakefield,Wakefield,WEST YORKSHIRE
108305,2022,71.8,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2022,71.8,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2022,71.8,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2022,71.8,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108307,2022,41.1,Wakefield independent sch,WF4 1QG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
108307,2022,41.1,Wakefield independent sch,WF4 1QG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
108307,2022,41.1,Wakefield independent sch,WF4 1QG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
145929,2022,49.8,Goole Academy,DN14 6AN,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
146129,2022,40.7,Howden School,DN14 7AL,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
140866,2022,49,The Snaith School,DN14 9LB,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
137742,2022,55.3,South Axholme Academy,DN9 1BY,DN9,North Lincolnshire,Doncaster,SOUTH YORKSHIRE
148167,2022,46.1,"Holy Family Catholic High School, A Voluntary Academy",DN14 9NS,DN14,North Yorkshire,Goole,SOUTH YORKSHIRE
145819,2022,53.4,Sherburn High School,LS25 6AS,LS25,North Yorkshire,Leeds,WEST YORKSHIRE
145819,2022,53.4,Sherburn High School,LS25 6AS,LS25,North Yorkshire,Leeds,WEST YORKSHIRE
136736,2022,48.7,South Craven School,BD20 7RL,BD20,North Yorkshire,Keighley,WEST YORKSHIRE
145777,2022,56.8,Tadcaster Grammar School,LS24 9NB,LS24,North Yorkshire,Tadcaster,WEST YORKSHIRE
144533,2022,47.7,Granville Academy,DE11 7JR,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
144069,2022,43.4,The Pingle Academy,DE11 0QA,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
112938,2022,39.2,William Allitt School,DE11 0TL,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
138248,2022,50,Outwood Academy Portland,S80 2SF,S80,Nottinghamshire,Worksop,SOUTH YORKSHIRE
138247,2022,53.1,Outwood Academy Valley,S81 7EN,S81,Nottinghamshire,Worksop,SOUTH YORKSHIRE
137141,2022,43.4,Serlby Park Academy,DN11 8EF,DN11,Nottinghamshire,Doncaster,SOUTH YORKSHIRE
122908,2022,22.7,Worksop College,S80 3AP,S80,Nottinghamshire,Worksop,SOUTH YORKSHIRE
124868,2022,56.1,Saint Felix School,IP18 6SD,IP18,Suffolk,Southwold,SOUTH YORKSHIRE
146501,2023,37,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2023,37,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2023,37,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2023,37,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2023,37,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
131749,2023,41.8,Barnsley Academy,S70 3DL,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
130524,2023,5.7,Barnsley College,S70 2YW,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
146320,2023,49.8,Darton Academy,S75 5EF,S75,Barnsley,Barnsley,SOUTH YORKSHIRE
146320,2023,49.8,Darton Academy,S75 5EF,S75,Barnsley,Barnsley,WEST YORKSHIRE
144606,2023,37.1,Holy Trinity Catholic and Church of England School,S71 2LF,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
144606,2023,37.1,Holy Trinity Catholic and Church of England School,S71 2LF,S71,Barnsley,Barnsley,WEST YORKSHIRE
146455,2023,49.8,Horizon Community College,S70 6PD,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2023,50.7,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2023,50.7,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2023,50.7,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
143907,2023,42.3,Netherwood Academy,S73 8FE,S73,Barnsley,Barnsley,SOUTH YORKSHIRE
143907,2023,42.3,Netherwood Academy,S73 8FE,S73,Barnsley,Barnsley,SOUTH YORKSHIRE
139210,2023,41.6,Outwood Academy Carlton,S71 3EW,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
139210,2023,41.6,Outwood Academy Carlton,S71 3EW,S71,Barnsley,Barnsley,WEST YORKSHIRE
139211,2023,40.2,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,SOUTH YORKSHIRE
139211,2023,40.2,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,SOUTH YORKSHIRE
139211,2023,40.2,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,WEST YORKSHIRE
106653,2023,55.8,Penistone Grammar School,S36 7BX,S36,Barnsley,Sheffield,SOUTH YORKSHIRE
106653,2023,55.8,Penistone Grammar School,S36 7BX,S36,Barnsley,Sheffield,SOUTH YORKSHIRE
106965,2023,2.8,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2023,2.8,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2023,2.8,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2023,2.8,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2023,2.8,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
141563,2023,9.3,Springwell Special Academy,S71 2AY,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
141563,2023,9.3,Springwell Special Academy,S71 2AY,S71,Barnsley,Barnsley,WEST YORKSHIRE
138314,2023,38,Armthorpe Academy,DN3 2DA,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
137066,2023,42.1,Ash Hill Academy,DN7 6JH,DN7,Doncaster,DONCASTER,SOUTH YORKSHIRE
137066,2023,42.1,Ash Hill Academy,DN7 6JH,DN7,Doncaster,DONCASTER,SOUTH YORKSHIRE
146370,2023,36.2,Astrea Academy Woodfields,DN4 8ND,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
146370,2023,36.2,Astrea Academy Woodfields,DN4 8ND,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2023,41.6,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2023,41.6,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2023,41.6,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,WEST YORKSHIRE
135942,2023,46.9,De Warenne Academy,DN12 3JY,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
135942,2023,46.9,De Warenne Academy,DN12 3JY,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2023,47.3,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2023,47.3,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2023,47.3,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
147838,2023,45.2,Doncaster UTC,DN1 3BF,DN1,Doncaster,Doncaster,SOUTH YORKSHIRE
137842,2023,49.6,Hall Cross Academy,DN1 2HY,DN1,Doncaster,Doncaster,SOUTH YORKSHIRE
136672,2023,52.2,The Hayfield School,DN9 3HG,DN9,Doncaster,Doncaster,SOUTH YORKSHIRE
106812,2023,36.4,Hill House School,DN9 3GG,DN9,Doncaster,SOUTH YORKSHIRE,SOUTH YORKSHIRE
137899,2023,51.6,Hungerhill School,DN3 2JY,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
146639,2023,42.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2023,42.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2023,42.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2023,42.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2023,42.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
140865,2023,44.9,The McAuley Catholic High School,DN3 3QF,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
140816,2023,1,North Bridge Enterprise College,DN4 5JW,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140816,2023,1,North Bridge Enterprise College,DN4 5JW,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2023,39.7,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2023,39.7,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2023,39.7,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,WEST YORKSHIRE
143938,2023,42.9,Outwood Academy Danum,DN2 5QD,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
143938,2023,42.9,Outwood Academy Danum,DN2 5QD,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2023,46.8,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2023,46.8,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2023,46.8,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
136675,2023,44,Rossington All Saints Academy,DN11 0BZ,DN11,Doncaster,Not Yet Obtained,SOUTH YORKSHIRE
144364,2023,49.7,Sir Thomas Wharton Academy,DN12 1HH,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
144364,2023,49.7,Sir Thomas Wharton Academy,DN12 1HH,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
135007,2023,42.4,Trinity Academy,DN8 5BY,DN8,Doncaster,Doncaster,SOUTH YORKSHIRE
143916,2023,41.3,XP East,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
143916,2023,41.3,XP East,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140964,2023,41.2,XP School,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140964,2023,41.2,XP School,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
142768,2023,10.6,Abbey School,S61 2RA,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
142768,2023,10.6,Abbey School,S61 2RA,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2023,13.3,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2023,13.3,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2023,13.3,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
136718,2023,43.9,Aston Academy,S26 4SF,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
136718,2023,43.9,Aston Academy,S26 4SF,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
136301,2023,44.4,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
136301,2023,44.4,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
136301,2023,44.4,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
143545,2023,35.8,Clifton Community School,S65 2SN,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
143545,2023,35.8,Clifton Community School,S65 2SN,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
141730,2023,37.1,Dinnington High School,S25 2NZ,S25,Rotherham,Sheffield,SOUTH YORKSHIRE
141730,2023,37.1,Dinnington High School,S25 2NZ,S25,Rotherham,Sheffield,SOUTH YORKSHIRE
149188,2023,7.2,Elements Academy,S25 2NF,S25,Rotherham,Sheffield,SOUTH YORKSHIRE
149188,2023,7.2,Elements Academy,S25 2NF,S25,Rotherham,Sheffield,SOUTH YORKSHIRE
136042,2023,42.5,Maltby Academy,S66 8AB,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
136042,2023,42.5,Maltby Academy,S66 8AB,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
136042,2023,42.5,Maltby Academy,S66 8AB,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
106966,2023,4.1,Newman School,S60 3LX,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
106966,2023,4.1,Newman School,S60 3LX,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
106966,2023,4.1,Newman School,S60 3LX,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
140459,2023,47.6,Oakwood High School,S60 2UH,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
140459,2023,47.6,Oakwood High School,S60 2UH,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
140459,2023,47.6,Oakwood High School,S60 2UH,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
140553,2023,37.8,Rawmarsh Community School,S62 7GA,S62,Rotherham,Rotherham,SOUTH YORKSHIRE
138329,2023,49,St Bernard's Catholic High School,S65 3BE,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
138329,2023,49,St Bernard's Catholic High School,S65 3BE,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
106962,2023,42.8,Saint Pius X Catholic High School A Specialist School in Humanities,S63 7PQ,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
106962,2023,42.8,Saint Pius X Catholic High School A Specialist School in Humanities,S63 7PQ,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
106962,2023,42.8,Saint Pius X Catholic High School A Specialist School in Humanities,S63 7PQ,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
106962,2023,42.8,Saint Pius X Catholic High School A Specialist School in Humanities,S63 7PQ,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
106962,2023,42.8,Saint Pius X Catholic High School A Specialist School in Humanities,S63 7PQ,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
143141,2023,41.1,Swinton Academy,S64 8JW,S64,Rotherham,Mexborough,SOUTH YORKSHIRE
143141,2023,41.1,Swinton Academy,S64 8JW,S64,Rotherham,Mexborough,SOUTH YORKSHIRE
143141,2023,41.1,Swinton Academy,S64 8JW,S64,Rotherham,Mexborough,SOUTH YORKSHIRE
143141,2023,41.1,Swinton Academy,S64 8JW,S64,Rotherham,Mexborough,SOUTH YORKSHIRE
143141,2023,41.1,Swinton Academy,S64 8JW,S64,Rotherham,Mexborough,SOUTH YORKSHIRE
148547,2023,34.1,Thrybergh Academy,S65 4BP,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
148547,2023,34.1,Thrybergh Academy,S65 4BP,S65,Rotherham,Rotherham,SOUTH YORKSHIRE
136331,2023,46.7,Wales High School,S26 5QQ,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
136331,2023,46.7,Wales High School,S26 5QQ,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
