URN,year,attainment_8_score,school_name,POSTCODE,shortPostcode,District,Town,County
145848,2023,50.2,Wath Academy,S63 7NW,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
145848,2023,50.2,Wath Academy,S63 7NW,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
145848,2023,50.2,Wath Academy,S63 7NW,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
145848,2023,50.2,Wath Academy,S63 7NW,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
145848,2023,50.2,Wath Academy,S63 7NW,S63,Rotherham,Rotherham,SOUTH YORKSHIRE
140646,2023,48.3,Wickersley School and Sports College,S66 1JL,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
140646,2023,48.3,Wickersley School and Sports College,S66 1JL,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
140646,2023,48.3,Wickersley School and Sports College,S66 1JL,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
139992,2023,52.6,Wingfield Academy,S61 4AU,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
139992,2023,52.6,Wingfield Academy,S61 4AU,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
141853,2023,41.2,Winterhill School,S61 2BD,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
141853,2023,41.2,Winterhill School,S61 2BD,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
107169,2023,6.7,Bents Green School,S11 7TB,S11,Sheffield,Sheffield,SOUTH YORKSHIRE
107163,2023,69.1,Birkdale School,S10 3DH,S10,Sheffield,Sheffield,SOUTH YORKSHIRE
143963,2023,37.7,The Birley Academy,S12 3BP,S12,Sheffield,Sheffield,SOUTH YORKSHIRE
147788,2023,46.8,Bradfield School,S35 0AE,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
147788,2023,46.8,Bradfield School,S35 0AE,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
147788,2023,46.8,Bradfield School,S35 0AE,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
145191,2023,41.5,Ecclesfield School,S35 9WD,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
145191,2023,41.5,Ecclesfield School,S35 9WD,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
145191,2023,41.5,Ecclesfield School,S35 9WD,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
141495,2023,41.7,Handsworth Grange Community Sports College,S13 9HJ,S13,Sheffield,Sheffield,SOUTH YORKSHIRE
141495,2023,41.7,Handsworth Grange Community Sports College,S13 9HJ,S13,Sheffield,Sheffield,SOUTH YORKSHIRE
145455,2023,60.3,High Storrs School,S11 7LH,S11,Sheffield,Sheffield,SOUTH YORKSHIRE
138841,2023,54,King Ecgbert School,S17 3QU,S17,Sheffield,Sheffield,SOUTH YORKSHIRE
107140,2023,50.2,King Edward VII School,S10 2PW,S10,Sheffield,Sheffield,SOUTH YORKSHIRE
138361,2023,55.4,Notre Dame High School,S10 3BT,S10,Sheffield,Sheffield,SOUTH YORKSHIRE
140415,2023,41.4,Outwood Academy City,S13 8SS,S13,Sheffield,Sheffield,SOUTH YORKSHIRE
140415,2023,41.4,Outwood Academy City,S13 8SS,S13,Sheffield,Sheffield,SOUTH YORKSHIRE
107166,2023,19,Sheffield High School,S10 2PE,S10,Sheffield,Sheffield,SOUTH YORKSHIRE
131896,2023,33.6,Sheffield Springs Academy,S12 2SF,S12,Sheffield,Sheffield,SOUTH YORKSHIRE
139167,2023,56.6,Silverdale School,S11 9QH,S11,Sheffield,Sheffield,SOUTH YORKSHIRE
145274,2023,42.5,Stocksbridge High School,S36 1FD,S36,Sheffield,Sheffield,SOUTH YORKSHIRE
145274,2023,42.5,Stocksbridge High School,S36 1FD,S36,Sheffield,Sheffield,SOUTH YORKSHIRE
138069,2023,56.6,Tapton School,S10 5RG,S10,Sheffield,Sheffield,SOUTH YORKSHIRE
145562,2023,40.3,Westfield School,S20 1HQ,S20,Sheffield,Sheffield,SOUTH YORKSHIRE
145562,2023,40.3,Westfield School,S20 1HQ,S20,Sheffield,Sheffield,SOUTH YORKSHIRE
145943,2023,40.7,Yewlands Academy,S35 8NN,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
145943,2023,40.7,Yewlands Academy,S35 8NN,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
145943,2023,40.7,Yewlands Academy,S35 8NN,S35,Sheffield,Sheffield,SOUTH YORKSHIRE
134429,2023,43.7,Al Mumin Primary and Secondary School,BD8 7DA,BD8,Bradford,Bradford,WEST YORKSHIRE
145173,2023,38.4,Appleton Academy,BD12 8AL,BD12,Bradford,Bradford,WEST YORKSHIRE
145173,2023,38.4,Appleton Academy,BD12 8AL,BD12,Bradford,Bradford,WEST YORKSHIRE
143112,2023,36.5,Beckfoot Oakbank,BD22 7DU,BD22,Bradford,Keighley,WEST YORKSHIRE
143112,2023,36.5,Beckfoot Oakbank,BD22 7DU,BD22,Bradford,Keighley,WEST YORKSHIRE
139975,2023,51.2,Beckfoot School,BD16 1EE,BD16,Bradford,Bingley,WEST YORKSHIRE
143114,2023,39.4,Beckfoot Thornton,BD13 3BH,BD13,Bradford,Bradford,WEST YORKSHIRE
143114,2023,39.4,Beckfoot Thornton,BD13 3BH,BD13,Bradford,Bradford,WEST YORKSHIRE
142031,2023,36.9,Beckfoot Upper Heaton,BD9 6AL,BD9,Bradford,Bradford,WEST YORKSHIRE
135229,2023,1,Beechcliffe Special School,BD20 6ED,BD20,Bradford,Keighley,WEST YORKSHIRE
138087,2023,45.3,Belle Vue Girls' Academy,BD9 6NA,BD9,Bradford,Bradford,WEST YORKSHIRE
107439,2023,46.9,Bingley Grammar School,BD16 2RS,BD16,Bradford,Bingley,WEST YORKSHIRE
135367,2023,33.8,Bradford Academy,BD4 7QJ,BD4,Bradford,Bradford,WEST YORKSHIRE
135367,2023,33.8,Bradford Academy,BD4 7QJ,BD4,Bradford,Bradford,WEST YORKSHIRE
135367,2023,33.8,Bradford Academy,BD4 7QJ,BD4,Bradford,Bradford,WEST YORKSHIRE
107461,2023,34.1,Bradford Christian School,BD2 1BT,BD2,Bradford,Bradford,WEST YORKSHIRE
140429,2023,32,Bradford Forster Academy,BD4 8RG,BD4,Bradford,Bradford,WEST YORKSHIRE
140429,2023,32,Bradford Forster Academy,BD4 8RG,BD4,Bradford,Bradford,WEST YORKSHIRE
140429,2023,32,Bradford Forster Academy,BD4 8RG,BD4,Bradford,Bradford,WEST YORKSHIRE
140204,2023,51.7,Bradford Girls' Grammar School,BD9 6RB,BD9,Bradford,Bradford,WEST YORKSHIRE
142825,2023,35.6,Buttershaw Business & Enterprise College Academy,BD6 3PX,BD6,Bradford,Bradford,WEST YORKSHIRE
147100,2023,41.5,Carlton Bolling,BD3 0DU,BD3,Bradford,Bradford,WEST YORKSHIRE
147100,2023,41.5,Carlton Bolling,BD3 0DU,BD3,Bradford,Bradford,WEST YORKSHIRE
136198,2023,39.2,Carlton Keighley,BD20 6EB,BD20,Bradford,Keighley,WEST YORKSHIRE
147177,2023,33.1,Co-op Academy Grange,BD5 9ET,BD5,Bradford,Bradford,WEST YORKSHIRE
134140,2023,60.5,Darul Uloom Dawatul Imaan,BD4 9PH,BD4,Bradford,Bradford,WEST YORKSHIRE
134140,2023,60.5,Darul Uloom Dawatul Imaan,BD4 9PH,BD4,Bradford,Bradford,WEST YORKSHIRE
134140,2023,60.5,Darul Uloom Dawatul Imaan,BD4 9PH,BD4,Bradford,Bradford,WEST YORKSHIRE
135866,2023,42.8,Dixons Allerton Academy,BD8 0DH,BD8,Bradford,Bradford,WEST YORKSHIRE
130909,2023,54.5,Dixons City Academy,BD5 7RR,BD5,Bradford,Bradford,WEST YORKSHIRE
146198,2023,45.1,Dixons Cottingley Academy,BD16 1TZ,BD16,Bradford,Bingley,WEST YORKSHIRE
137277,2023,52.3,Dixons Kings Academy,BD7 2AN,BD7,Bradford,Bradford,WEST YORKSHIRE
141002,2023,47.7,Dixons McMillan Academy,BD5 0JD,BD5,Bradford,Bradford,WEST YORKSHIRE
138251,2023,54.9,Dixons Trinity Academy,BD5 0BE,BD5,Bradford,Bradford,WEST YORKSHIRE
136189,2023,51.1,Eternal Light,BD5 9DH,BD5,Bradford,Bradford,WEST YORKSHIRE
136962,2023,52.8,Feversham Girls' Secondary Academy,BD3 0LT,BD3,Bradford,Bradford,WEST YORKSHIRE
136962,2023,52.8,Feversham Girls' Secondary Academy,BD3 0LT,BD3,Bradford,Bradford,WEST YORKSHIRE
134587,2023,55.4,The Fountain School,BD5 8BP,BD5,Bradford,Bradford,WEST YORKSHIRE
149011,2023,32.2,Hanson Academy,BD2 1JP,BD2,Bradford,Bradford,WEST YORKSHIRE
149299,2023,32.2,"The Holy Family Catholic School, a Voluntary Academy",BD20 6LH,BD20,Bradford,Keighley,WEST YORKSHIRE
136905,2023,53.3,Ilkley Grammar School,LS29 8TR,LS29,Bradford,Ilkley,WEST YORKSHIRE
136905,2023,53.3,Ilkley Grammar School,LS29 8TR,LS29,Bradford,Ilkley,WEST YORKSHIRE
142590,2023,46,Immanuel College,BD10 9AQ,BD10,Bradford,Bradford,WEST YORKSHIRE
142590,2023,46,Immanuel College,BD10 9AQ,BD10,Bradford,Bradford,WEST YORKSHIRE
107460,2023,43.6,Jaamiatul Imaam Muhammad Zakaria,BD14 6JX,BD14,Bradford,Bradford,WEST YORKSHIRE
142681,2023,31.7,Laisterdyke Leadership Academy,BD3 8HE,BD3,Bradford,Bradford,WEST YORKSHIRE
142681,2023,31.7,Laisterdyke Leadership Academy,BD3 8HE,BD3,Bradford,Bradford,WEST YORKSHIRE
139995,2023,36.7,Oasis Academy Lister Park,BD8 7ND,BD8,Bradford,Bradford,WEST YORKSHIRE
138099,2023,13.2,Oastlers School,BD4 7RH,BD4,Bradford,Bradford,WEST YORKSHIRE
138099,2023,13.2,Oastlers School,BD4 7RH,BD4,Bradford,Bradford,WEST YORKSHIRE
138099,2023,13.2,Oastlers School,BD4 7RH,BD4,Bradford,Bradford,WEST YORKSHIRE
139474,2023,35,One In A Million Free School,BD8 7DX,BD8,Bradford,Bradford,WEST YORKSHIRE
132217,2023,39,Parkside School,BD13 5AD,BD13,Bradford,Bradford,WEST YORKSHIRE
132217,2023,39,Parkside School,BD13 5AD,BD13,Bradford,Bradford,WEST YORKSHIRE
140569,2023,44.7,St Bede's and St Joseph's Catholic College,BD9 4BQ,BD9,Bradford,Bradford,WEST YORKSHIRE
107395,2023,41.8,Titus Salt School,BD17 5RH,BD17,Bradford,Bradford,WEST YORKSHIRE
107395,2023,41.8,Titus Salt School,BD17 5RH,BD17,Bradford,Bradford,WEST YORKSHIRE
142761,2023,38.2,Tong Leadership Academy,BD4 6NR,BD4,Bradford,Bradford,WEST YORKSHIRE
142761,2023,38.2,Tong Leadership Academy,BD4 6NR,BD4,Bradford,Bradford,WEST YORKSHIRE
142761,2023,38.2,Tong Leadership Academy,BD4 6NR,BD4,Bradford,Bradford,WEST YORKSHIRE
148545,2023,40.8,Trinity Academy Bradford,BD13 2AS,BD13,Bradford,Bradford,WEST YORKSHIRE
148545,2023,40.8,Trinity Academy Bradford,BD13 2AS,BD13,Bradford,Bradford,WEST YORKSHIRE
136604,2023,42.7,Brighouse High School,HD6 2NY,HD6,Calderdale,Brighouse,WEST YORKSHIRE
136604,2023,42.7,Brighouse High School,HD6 2NY,HD6,Calderdale,Brighouse,WEST YORKSHIRE
131960,2023,6.4,Broadwood School,HX2 0RU,HX2,Calderdale,Halifax,WEST YORKSHIRE
131960,2023,6.4,Broadwood School,HX2 0RU,HX2,Calderdale,Halifax,WEST YORKSHIRE
131960,2023,6.4,Broadwood School,HX2 0RU,HX2,Calderdale,Halifax,WEST YORKSHIRE
137521,2023,43.6,The Brooksbank School,HX5 0QG,HX5,Calderdale,Elland,WEST YORKSHIRE
137521,2023,43.6,The Brooksbank School,HX5 0QG,HX5,Calderdale,Elland,WEST YORKSHIRE
107562,2023,48.4,The Calder Learning Trust,HX7 5QN,HX7,Calderdale,Hebden Bridge,WEST YORKSHIRE
139182,2023,69.3,The Crossley Heath School,HX3 0HG,HX3,Calderdale,Halifax,WEST YORKSHIRE
139182,2023,69.3,The Crossley Heath School,HX3 0HG,HX3,Calderdale,Halifax,WEST YORKSHIRE
140326,2023,44.7,The Halifax Academy,HX2 0BA,HX2,Calderdale,Halifax,WEST YORKSHIRE
140326,2023,44.7,The Halifax Academy,HX2 0BA,HX2,Calderdale,Halifax,WEST YORKSHIRE
140326,2023,44.7,The Halifax Academy,HX2 0BA,HX2,Calderdale,Halifax,WEST YORKSHIRE
137036,2023,41,Lightcliffe Academy,HX3 8TL,HX3,Calderdale,Halifax,WEST YORKSHIRE
137036,2023,41,Lightcliffe Academy,HX3 8TL,HX3,Calderdale,Halifax,WEST YORKSHIRE
136788,2023,67.9,The North Halifax Grammar School,HX2 9SU,HX2,Calderdale,Halifax,WEST YORKSHIRE
136788,2023,67.9,The North Halifax Grammar School,HX2 9SU,HX2,Calderdale,Halifax,WEST YORKSHIRE
136788,2023,67.9,The North Halifax Grammar School,HX2 9SU,HX2,Calderdale,Halifax,WEST YORKSHIRE
143115,2023,30.1,Park Lane Academy,HX3 9LG,HX3,Calderdale,Halifax,WEST YORKSHIRE
143115,2023,30.1,Park Lane Academy,HX3 9LG,HX3,Calderdale,Halifax,WEST YORKSHIRE
137444,2023,46.1,Rastrick High School,HD6 3XB,HD6,Calderdale,Brighouse,WEST YORKSHIRE
137444,2023,46.1,Rastrick High School,HD6 3XB,HD6,Calderdale,Brighouse,WEST YORKSHIRE
107583,2023,29.4,Rishworth School,HX6 4QA,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
107583,2023,29.4,Rishworth School,HX6 4QA,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
107583,2023,29.4,Rishworth School,HX6 4QA,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
141307,2023,46.9,Ryburn Valley High School,HX6 1DF,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
141307,2023,46.9,Ryburn Valley High School,HX6 1DF,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
141307,2023,46.9,Ryburn Valley High School,HX6 1DF,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
107564,2023,45.5,Todmorden High School,OL14 7DG,OL14,Calderdale,Todmorden,WEST YORKSHIRE
107564,2023,45.5,Todmorden High School,OL14 7DG,OL14,Calderdale,Todmorden,WEST YORKSHIRE
144946,2023,39.9,Trinity Academy Grammar,HX6 2NW,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
144946,2023,39.9,Trinity Academy Grammar,HX6 2NW,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
144946,2023,39.9,Trinity Academy Grammar,HX6 2NW,HX6,Calderdale,Sowerby Bridge,WEST YORKSHIRE
136094,2023,47.9,Trinity Academy Halifax,HX2 9TZ,HX2,Calderdale,Halifax,WEST YORKSHIRE
136094,2023,47.9,Trinity Academy Halifax,HX2 9TZ,HX2,Calderdale,Halifax,WEST YORKSHIRE
136094,2023,47.9,Trinity Academy Halifax,HX2 9TZ,HX2,Calderdale,Halifax,WEST YORKSHIRE
107589,2023,4.8,The William Henry Smith School and Sixth Form,HD6 3JW,HD6,Calderdale,Brighouse,WEST YORKSHIRE
107589,2023,4.8,The William Henry Smith School and Sixth Form,HD6 3JW,HD6,Calderdale,Brighouse,WEST YORKSHIRE
107782,2023,47,All Saints Catholic College,HD2 2JT,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
107782,2023,47,All Saints Catholic College,HD2 2JT,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
137424,2023,47.8,Batley Girls High School,WF17 0LD,WF17,Kirklees,Batley,WEST YORKSHIRE
137424,2023,47.8,Batley Girls High School,WF17 0LD,WF17,Kirklees,Batley,WEST YORKSHIRE
137424,2023,47.8,Batley Girls High School,WF17 0LD,WF17,Kirklees,Batley,WEST YORKSHIRE
137424,2023,47.8,Batley Girls High School,WF17 0LD,WF17,Kirklees,Batley,WEST YORKSHIRE
137487,2023,43.8,Batley Grammar School,WF17 0AD,WF17,Kirklees,Batley,WEST YORKSHIRE
137487,2023,43.8,Batley Grammar School,WF17 0AD,WF17,Kirklees,Batley,WEST YORKSHIRE
137487,2023,43.8,Batley Grammar School,WF17 0AD,WF17,Kirklees,Batley,WEST YORKSHIRE
137487,2023,43.8,Batley Grammar School,WF17 0AD,WF17,Kirklees,Batley,WEST YORKSHIRE
138111,2023,48.1,BBG Academy,BD19 4BE,BD19,Kirklees,Birkenshaw,WEST YORKSHIRE
138111,2023,48.1,BBG Academy,BD19 4BE,BD19,Kirklees,Birkenshaw,WEST YORKSHIRE
138111,2023,48.1,BBG Academy,BD19 4BE,BD19,Kirklees,Birkenshaw,WEST YORKSHIRE
132732,2023,0.9,Brian Jackson College,WF16 0AD,WF16,Kirklees,Heckmondwike,WEST YORKSHIRE
142330,2023,27.4,Cambridge Street School,WF17 5QW,WF17,Kirklees,Batley,WEST YORKSHIRE
142330,2023,27.4,Cambridge Street School,WF17 5QW,WF17,Kirklees,Batley,WEST YORKSHIRE
142330,2023,27.4,Cambridge Street School,WF17 5QW,WF17,Kirklees,Batley,WEST YORKSHIRE
142330,2023,27.4,Cambridge Street School,WF17 5QW,WF17,Kirklees,Batley,WEST YORKSHIRE
146367,2023,42.3,Castle Hall Academy,WF14 9PH,WF14,Kirklees,Mirfield,WEST YORKSHIRE
146367,2023,42.3,Castle Hall Academy,WF14 9PH,WF14,Kirklees,Mirfield,WEST YORKSHIRE
146367,2023,42.3,Castle Hall Academy,WF14 9PH,WF14,Kirklees,Mirfield,WEST YORKSHIRE
140660,2023,44,Colne Valley High School,HD7 5SP,HD7,Kirklees,Huddersfield,WEST YORKSHIRE
140660,2023,44,Colne Valley High School,HD7 5SP,HD7,Kirklees,Huddersfield,WEST YORKSHIRE
140660,2023,44,Colne Valley High School,HD7 5SP,HD7,Kirklees,Huddersfield,WEST YORKSHIRE
136283,2023,77.1,Heckmondwike Grammar School,WF16 0AH,WF16,Kirklees,Heckmondwike,WEST YORKSHIRE
107769,2023,55.3,Holmfirth High School,HD9 7SE,HD9,Kirklees,Holmfirth,SOUTH YORKSHIRE
107769,2023,55.3,Holmfirth High School,HD9 7SE,HD9,Kirklees,Holmfirth,WEST YORKSHIRE
107769,2023,55.3,Holmfirth High School,HD9 7SE,HD9,Kirklees,Holmfirth,WEST YORKSHIRE
146906,2023,51.5,Honley High School,HD9 6QJ,HD9,Kirklees,Holmfirth,SOUTH YORKSHIRE
146906,2023,51.5,Honley High School,HD9 6QJ,HD9,Kirklees,Holmfirth,WEST YORKSHIRE
146906,2023,51.5,Honley High School,HD9 6QJ,HD9,Kirklees,Holmfirth,WEST YORKSHIRE
107786,2023,60.2,Huddersfield Grammar School,HD1 4QX,HD1,Kirklees,Huddersfield,WEST YORKSHIRE
143227,2023,3.8,Joseph Norton Academy,HD8 9JU,HD8,Kirklees,Huddersfield,WEST YORKSHIRE
143227,2023,3.8,Joseph Norton Academy,HD8 9JU,HD8,Kirklees,Huddersfield,WEST YORKSHIRE
138706,2023,48.2,King James's School,HD4 6SG,HD4,Kirklees,Huddersfield,WEST YORKSHIRE
107794,2023,47.3,Madni Academy,WF12 9AY,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
107794,2023,47.3,Madni Academy,WF12 9AY,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
107794,2023,47.3,Madni Academy,WF12 9AY,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
139076,2023,51.1,Manor Croft Academy,WF12 7DW,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
139076,2023,51.1,Manor Croft Academy,WF12 7DW,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
139076,2023,51.1,Manor Croft Academy,WF12 7DW,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
136674,2023,49,The Mirfield Free Grammar,WF14 9EZ,WF14,Kirklees,Mirfield,WEST YORKSHIRE
136674,2023,49,The Mirfield Free Grammar,WF14 9EZ,WF14,Kirklees,Mirfield,WEST YORKSHIRE
136674,2023,49,The Mirfield Free Grammar,WF14 9EZ,WF14,Kirklees,Mirfield,WEST YORKSHIRE
137500,2023,48,Moor End Academy,HD4 5JA,HD4,Kirklees,Huddersfield,WEST YORKSHIRE
107756,2023,40.4,Netherhall Learning Campus High School,HD5 9PG,HD5,Kirklees,Select,WEST YORKSHIRE
107756,2023,40.4,Netherhall Learning Campus High School,HD5 9PG,HD5,Kirklees,Select,WEST YORKSHIRE
107756,2023,40.4,Netherhall Learning Campus High School,HD5 9PG,HD5,Kirklees,Select,WEST YORKSHIRE
107756,2023,40.4,Netherhall Learning Campus High School,HD5 9PG,HD5,Kirklees,Select,WEST YORKSHIRE
147888,2023,41,Newsome Academy,HD4 6JN,HD4,Kirklees,Huddersfield,WEST YORKSHIRE
136502,2023,40.9,North Huddersfield Trust School,HD2 1DJ,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
136502,2023,40.9,North Huddersfield Trust School,HD2 1DJ,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
144857,2023,3.2,Pivot Academy,HD2 1GN,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
144857,2023,3.2,Pivot Academy,HD2 1GN,HD2,Kirklees,Huddersfield,WEST YORKSHIRE
107799,2023,0.6,Ravenshall School,WF12 9EE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
107799,2023,0.6,Ravenshall School,WF12 9EE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
107799,2023,0.6,Ravenshall School,WF12 9EE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
144811,2023,62.8,Rida Girls High School,WF12 9LX,WF12,Kirklees,West Yorkshire,WEST YORKSHIRE
144811,2023,62.8,Rida Girls High School,WF12 9LX,WF12,Kirklees,West Yorkshire,WEST YORKSHIRE
144811,2023,62.8,Rida Girls High School,WF12 9LX,WF12,Kirklees,West Yorkshire,WEST YORKSHIRE
146327,2023,40.2,"Royds Hall, A Share Academy",HD3 4HA,HD3,Kirklees,Huddersfield,WEST YORKSHIRE
146327,2023,40.2,"Royds Hall, A Share Academy",HD3 4HA,HD3,Kirklees,Huddersfield,WEST YORKSHIRE
141470,2023,34.8,St John Fisher Catholic Voluntary Academy,WF13 4LL,WF13,Kirklees,Dewsbury,WEST YORKSHIRE
137869,2023,51.3,Salendine Nook High School Academy,HD3 4GN,HD3,Kirklees,Huddersfield,WEST YORKSHIRE
137869,2023,51.3,Salendine Nook High School Academy,HD3 4GN,HD3,Kirklees,Huddersfield,WEST YORKSHIRE
137352,2023,50.7,"Shelley College, A Share Academy",HD8 8NL,HD8,Kirklees,Huddersfield,WEST YORKSHIRE
137352,2023,50.7,"Shelley College, A Share Academy",HD8 8NL,HD8,Kirklees,Huddersfield,WEST YORKSHIRE
107801,2023,0.6,Southgate School,HD5 8TG,HD5,Kirklees,Huddersfield,WEST YORKSHIRE
107801,2023,0.6,Southgate School,HD5 8TG,HD5,Kirklees,Huddersfield,WEST YORKSHIRE
107801,2023,0.6,Southgate School,HD5 8TG,HD5,Kirklees,Huddersfield,WEST YORKSHIRE
107801,2023,0.6,Southgate School,HD5 8TG,HD5,Kirklees,Huddersfield,WEST YORKSHIRE
107778,2023,36.2,Spen Valley High School,WF15 7LX,WF15,Kirklees,Liversedge,WEST YORKSHIRE
107778,2023,36.2,Spen Valley High School,WF15 7LX,WF15,Kirklees,Liversedge,WEST YORKSHIRE
146365,2023,44.7,"Thornhill Community Academy, A Share Academy",WF12 0HE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
146365,2023,44.7,"Thornhill Community Academy, A Share Academy",WF12 0HE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
146365,2023,44.7,"Thornhill Community Academy, A Share Academy",WF12 0HE,WF12,Kirklees,Dewsbury,WEST YORKSHIRE
142406,2023,43.8,Upper Batley High School,WF17 0BJ,WF17,Kirklees,Batley,WEST YORKSHIRE
142406,2023,43.8,Upper Batley High School,WF17 0BJ,WF17,Kirklees,Batley,WEST YORKSHIRE
142406,2023,43.8,Upper Batley High School,WF17 0BJ,WF17,Kirklees,Batley,WEST YORKSHIRE
142406,2023,43.8,Upper Batley High School,WF17 0BJ,WF17,Kirklees,Batley,WEST YORKSHIRE
107775,2023,43.4,Westborough High School,WF13 2JE,WF13,Kirklees,Dewsbury,WEST YORKSHIRE
149162,2023,43,"Whitcliffe Mount, A Share Academy",BD19 3AQ,BD19,Kirklees,Cleckheaton,WEST YORKSHIRE
149162,2023,43,"Whitcliffe Mount, A Share Academy",BD19 3AQ,BD19,Kirklees,Cleckheaton,WEST YORKSHIRE
149162,2023,43,"Whitcliffe Mount, A Share Academy",BD19 3AQ,BD19,Kirklees,Cleckheaton,WEST YORKSHIRE
137083,2023,55.6,Abbey Grange Church of England Academy,LS16 5EA,LS16,Leeds,Leeds,WEST YORKSHIRE
108058,2023,43.9,Allerton Grange School,LS17 6SF,LS17,Leeds,Leeds,WEST YORKSHIRE
108058,2023,43.9,Allerton Grange School,LS17 6SF,LS17,Leeds,Leeds,WEST YORKSHIRE
108058,2023,43.9,Allerton Grange School,LS17 6SF,LS17,Leeds,Leeds,WEST YORKSHIRE
108057,2023,57.1,Allerton High School,LS17 7AG,LS17,Leeds,Leeds,WEST YORKSHIRE
108057,2023,57.1,Allerton High School,LS17 7AG,LS17,Leeds,Leeds,WEST YORKSHIRE
108057,2023,57.1,Allerton High School,LS17 7AG,LS17,Leeds,Leeds,WEST YORKSHIRE
108083,2023,45.4,Benton Park School,LS19 6LX,LS19,Leeds,Leeds,WEST YORKSHIRE
108083,2023,45.4,Benton Park School,LS19 6LX,LS19,Leeds,Leeds,WEST YORKSHIRE
108083,2023,45.4,Benton Park School,LS19 6LX,LS19,Leeds,Leeds,WEST YORKSHIRE
144809,2023,35,Bishop Young Church of England Academy,LS14 6NU,LS14,Leeds,Leeds,WEST YORKSHIRE
144809,2023,35,Bishop Young Church of England Academy,LS14 6NU,LS14,Leeds,Leeds,WEST YORKSHIRE
144809,2023,35,Bishop Young Church of England Academy,LS14 6NU,LS14,Leeds,Leeds,WEST YORKSHIRE
146217,2023,54.8,Boston Spa Academy,LS23 6RW,LS23,Leeds,Wetherby,WEST YORKSHIRE
143238,2023,45.6,Brigshaw High School,WF10 2HR,WF10,Leeds,Castleford,WEST YORKSHIRE
143238,2023,45.6,Brigshaw High School,WF10 2HR,WF10,Leeds,Castleford,WEST YORKSHIRE
108123,2023,2.4,Broomfield South SILC,LS10 3JP,LS10,Leeds,Leeds,WEST YORKSHIRE
142056,2023,50,Bruntcliffe Academy,LS27 0LZ,LS27,Leeds,Leeds,WEST YORKSHIRE
108095,2023,55.2,Cardinal Heenan Catholic High School,LS6 4QE,LS6,Leeds,Leeds,WEST YORKSHIRE
108095,2023,55.2,Cardinal Heenan Catholic High School,LS6 4QE,LS6,Leeds,Leeds,WEST YORKSHIRE
108059,2023,47.6,Carr Manor Community School,LS17 5DJ,LS17,Leeds,Leeds,WEST YORKSHIRE
108059,2023,47.6,Carr Manor Community School,LS17 5DJ,LS17,Leeds,Leeds,WEST YORKSHIRE
108059,2023,47.6,Carr Manor Community School,LS17 5DJ,LS17,Leeds,Leeds,WEST YORKSHIRE
145927,2023,44.8,Cockburn John Charles Academy,LS10 2JU,LS10,Leeds,Leeds,WEST YORKSHIRE
142585,2023,48.1,Cockburn School,LS11 5TT,LS11,Leeds,Leeds,WEST YORKSHIRE
137065,2023,27.9,Co-op Academy Leeds,LS9 7HD,LS9,Leeds,Leeds,WEST YORKSHIRE
